name,open,high,low,close,volume,marketCap,timestamp,avgprice
2781,135.3000031,147.4880066,132.1000061,139,0,1542813125,01-04-2013,138.4720039
2781,139,139.8899994,79.09999847,129,0,1447870200,01-05-2013,121.7474995
2781,128.8150024,129.7799988,88.5,96.61399841,0,1096957771,01-06-2013,110.9272499
2781,97.51000214,111.3440018,65.52600098,106.0899963,0,1218777834,01-07-2013,95.11750031
2781,106.2129974,140.8899994,101.2109985,135.3500061,0,1574672051,01-08-2013,120.9160004
2781,135.1399994,146.5,118.4599991,133,0,1566038425,01-09-2013,133.2749996
2781,132.6799927,217.4199982,102.25,204,0,2433658800,01-10-2013,164.0874977
2781,203.8999939,1156.140015,201.6499939,1129.430054,0,13620389321,01-11-2013,672.780014
2781,1128.920044,1156.119995,420.5100098,754.0100098,20897300,9191325349,01-12-2013,864.8900146
2781,754.9699707,1017.119995,754.9699707,829.9199829,17107900,10238411820,01-01-2014,839.2449799
2781,828.6099854,853.5200195,420.4100037,549.2600098,28076100,6843353924,01-02-2014,662.9500046
2781,549.9199829,702.9099731,443.3649902,457.0010071,28254000,5752294437,01-03-2014,538.2989883
2781,457,542.3779907,351.2720032,447.644989,15244900,5690810165,01-04-2014,449.5737457
2781,447.6329956,624.7150269,423.2510071,623.677002,15107100,8007248676,01-05-2014,529.8190079
2781,623.6929932,674.1110229,549.8209839,639.7969971,46422400,8296103745,01-06-2014,621.8554993
2781,641.3909912,657.8579712,564.5109863,586.2349854,22467900,7670841007,01-07-2014,612.4987335
2781,586.2020264,598.1160278,443.8510132,477.7630005,44632300,6312801960,01-08-2014,526.483017
2781,477.7869873,493.928009,372.2399902,386.9440002,34707300,5158621325,01-09-2014,432.7247467
2781,387.427002,411.697998,289.29599,338.3210144,12545400,4549893052,01-10-2014,356.6855011
2781,338.6499939,457.0929871,320.6260071,378.0469971,9194440,5125958175,01-11-2014,373.6039963
2781,378.2489929,384.0379944,304.2319946,320.1929932,13942900,4377510595,01-12-2014,346.6779938
2781,320.4349976,320.4349976,171.5099945,217.4640045,23348200,2997692311,01-01-2015,257.4609985
2781,216.8670044,265.6109924,212.0149994,254.2630005,13949300,3531776636,01-02-2015,237.1889992
2781,254.2830048,300.0440063,236.5149994,244.223999,22672000,3420112896,01-03-2015,258.7665024
2781,244.2230072,261.7980042,214.8739929,236.1450043,33818600,3332094504,01-04-2015,239.2600021
2781,235.9389954,247.8040009,228.572998,230.1900024,14730800,3273756425,01-05-2015,235.6264992
2781,230.2330017,267.8670044,221.2960052,263.071991,44533800,3770229522,01-06-2015,245.6170006
2781,263.3450012,314.3940125,253.5050049,284.6499939,23629100,4112089481,01-07-2015,278.9735031
2781,284.6860046,285.7149963,199.5670013,230.0559998,20710700,3349845416,01-08-2015,250.0060005
2781,230.2559967,259.1820068,225.1170044,236.0599976,19743500,3463625759,01-09-2015,237.6537514
2781,236.0039978,334.1690063,235.6159973,314.1659851,48598100,4645486246,01-10-2015,279.9887466
2781,315.0050049,495.5620117,300.9970093,377.3210144,71701600,5623195997,01-11-2015,372.2212601
2781,377.4140015,469.1029968,349.4649963,430.5669861,45996600,6471217491,01-12-2015,406.6372452
2781,430.7210083,462.9339905,354.9140015,368.7669983,37894300,5587253351,01-01-2016,404.3339996
2781,369.3500061,448.04599,367.9570007,437.696991,60694700,6681444705,01-02-2016,405.7624969
2781,437.9169922,439.6530151,394.0350037,416.7290039,60215200,6409062819,01-03-2016,422.0835037
2781,416.7600098,467.9649963,415.8309937,448.3179932,69322600,6944860514,01-04-2016,437.2184982
2781,448.4840088,553.960022,437.3890076,531.3859863,138450000,8293035755,01-05-2016,492.8047562
2781,531.1069946,777.9899902,525.6359863,673.3369751,138980000,10583527799,01-06-2016,627.0174866
2781,672.5150146,704.9680176,611.8339844,624.6810303,110818000,9861866433,01-07-2016,653.4995117
2781,624.6019897,626.1190186,531.3339844,575.4719849,75840896,9117106217,01-08-2016,589.3817444
2781,575.5460205,628.8179932,570.8109741,609.7349854,56122400,9693198750,01-09-2016,596.2274933
2781,609.9290161,720.4019775,609.4790039,700.9719849,97064400,11181852070,01-10-2016,660.1954956
2781,701.3369751,756.2369995,678.1560059,745.690979,84070800,11943536630,01-11-2016,720.3552399
2781,746.0460205,979.3969727,746.0460205,963.742981,99135104,15492554222,01-12-2016,858.8079987
2781,963.65802,1191.099976,755.7559814,970.4030151,164582000,15659186515,01-01-2017,970.229248
2781,970.940979,1200.390015,946.690979,1179.969971,184956000,19103684801,01-02-2017,1074.497986
2781,1180.040039,1280.310059,903.7130127,1071.790039,447287008,17414322808,01-03-2017,1108.963287
2781,1071.709961,1347.910034,1061.089966,1347.890015,413115008,21975104909,01-04-2017,1207.149994
2781,1348.300049,2763.709961,1348.300049,2286.409912,1544829952,37414813240,01-05-2017,1936.679993
2781,2288.330078,2999.909912,2212.959961,2480.840088,860273024,40735082695,01-06-2017,2495.51001
2781,2492.600098,2916.139893,1843.030029,2875.340088,860574976,47388334773,01-07-2017,2531.777527
2781,2871.300049,4736.049805,2668.590088,4703.390137,1944930048,77775374625,01-08-2017,3744.83252
2781,4701.759766,4975.040039,2946.620117,4338.709961,1207449984,72008428789,01-09-2017,4240.532471
2781,4341.049805,6470.430176,4164.049805,6468.399902,2311379968,1.07744E+11,01-10-2017,5360.982422
2781,6440.970215,11517.40039,5519.009766,10233.59961,8310689792,1.7102E+11,01-11-2017,8427.744995
2781,10198.59961,20089,9694.650391,14156.40039,12136299520,2.37466E+11,01-12-2017,13534.6626
2781,14112.2002,17712.40039,9402.290039,10221.09961,8041160192,1.721E+11,01-01-2018,12861.99756
2781,10237.2998,11958.5,6048.259766,10397.90039,6936189952,1.75644E+11,01-02-2018,9660.48999
2781,10385,11704.09961,6683.930176,6973.529785,4553269760,1.18205E+11,01-03-2018,8936.639893
2781,7003.060059,9745.320313,6526.870117,9240.549805,8673920000,1.57164E+11,01-04-2018,8128.950073
2781,9251.469727,9964.5,7090.680176,7494.169922,5127130112,1.27903E+11,01-05-2018,8450.204956
2781,7500.700195,7754.890137,5826.410156,6404,4543860224,1.09666E+11,01-06-2018,6871.500122
2781,6411.680176,8424.269531,6136.419922,7780.44,5287530000,1.33688E+11,01-07-2018,7188.202407
2781,7769.04,7769.04,5971.05,7037.58,4495650000,1.21347E+11,01-08-2018,7136.6775
2781,7044.81,7388.43,6197.52,6625.56,4002280000,1.14609E+11,01-09-2018,6814.08
2781,6619.85,6965.06,6236.47,6317.61,4191240000,1.09627E+11,01-10-2018,6534.7475
2781,6318.14,6552.16,3585.06,4017.268457,6048016717,69904637061,01-11-2018,5118.157114
2781,4024.464242,4309.377312,3191.303562,3742.700335,4661840806,65331499158,01-12-2018,3816.961363
2781,3746.713387,4109.021065,3400.819726,3457.792747,5831198271,60553903927,01-01-2019,3678.586732
2781,3460.547124,4210.641755,3391.023752,3854.785282,8399767798,67704774107,01-02-2019,3729.249478
2781,3853.757132,4296.80665,3733.749661,4105.404296,9045122443,72339379036,01-03-2019,3997.429435
2781,4105.362421,5642.044593,4096.901255,5350.726697,13878964574,94573826827,01-04-2019,4798.758741
2781,5350.914506,9008.314568,5347.646106,8574.501649,25365190957,1.5206E+11,01-05-2019,7070.344207
2781,8573.839725,13796.48908,7564.488604,10817.1556,27256473494,1.92442E+11,01-06-2019,10187.99325
2781,10796.93062,13129.52893,9163.134644,10085.62775,16631520648,1.80029E+11,01-07-2019,10793.80549
2781,10077.44259,12273.82138,9421.63016,9630.663848,11454806419,1.72471E+11,01-08-2019,10350.88949
2781,9630.593196,10898.76218,7830.758761,8293.867741,17115474183,1.49012E+11,01-09-2019,9163.49547
2781,8299.721105,10021.74398,7446.988551,9199.584833,26583653947,1.65804E+11,01-10-2019,8742.009618
2781,9193.991989,9505.051676,6617.167051,7569.630122,17158194786,1.36829E+11,01-11-2019,8221.46021
2781,7571.616194,7743.431725,6540.049277,7193.598978,21167946112,1.30446E+11,01-12-2019,7262.174044
2781,7194.891971,9553.126133,6914.995908,9350.529365,29432489719,1.70113E+11,01-01-2020,8253.385844
2781,9346.357628,10457.6272,8492.932153,8599.50862,35792392544,1.56896E+11,01-02-2020,9224.1064
2781,8599.758344,9167.695796,4106.98075,6438.644766,32786468812,1.17814E+11,01-03-2020,7078.269914
2781,6437.319215,9440.650673,6202.373512,8658.55418,66964629541,1.58922E+11,01-04-2020,7684.724395
2781,8672.781914,9996.743353,8374.322975,9461.058918,27773290299,1.73997E+11,01-05-2020,9126.22679
2781,9463.605662,10199.56497,8975.525855,9137.9934,15735797744,1.68316E+11,01-06-2020,9444.172472
2781,9145.985055,11415.8639,8977.015635,11323.46642,23160469766,2.08895E+11,01-07-2020,10215.58275
2781,11382.78589,13149.69445,104.6189556,10804.94122,5.54052E+11,1.9963E+11,01-08-2020,8860.510128
2781,10802.03547,12059.87014,9901.905755,10784.49158,1.17478E+12,1.99557E+11,01-09-2020,10887.07574
2781,10795.25474,14028.21429,10416.6892,13780.9947,1.05087E+12,2.55372E+11,01-10-2020,12255.28824
2781,13780.99481,19749.26369,13243.15987,19625.83503,1.14087E+12,3.6423E+11,01-11-2020,16599.81335
2781,19633.77045,29244.87669,17619.53239,29001.71982,1.21226E+12,5.39051E+11,01-12-2020,23874.97484
2781,28994.00892,41946.73935,28722.75527,33114.35775,2.15347E+12,6.16453E+11,01-01-2021,33194.46532
2781,33114.57724,58330.57214,32384.22811,45137.77047,2.26715E+12,8.41429E+11,01-02-2021,42241.78699
2781,45159.50305,61683.86401,45115.09311,58918.83271,1.68118E+12,1.10002E+12,01-03-2021,52719.32322
2781,58926.56415,64863.09891,47159.48584,57750.17735,1.84448E+12,1.07967E+12,01-04-2021,57174.83156
2781,57714.66486,59519.35443,30681.49691,37332.85369,1.97659E+12,6.9899E+11,01-05-2021,46312.09247
2781,37293.79237,41295.26857,28893.62166,35040.83725,1.18965E+12,6.56853E+11,01-06-2021,35630.87996
2781,35035.98271,42235.54771,29360.95584,41626.19568,8.77979E+11,7.81431E+11,01-07-2021,37064.67048
2781,41460.84408,50482.07641,37458.00399,47166.68795,1.06564E+12,8.8687E+11,01-08-2021,44141.90311
2781,47099.77487,52853.7638,39787.6098,43790.89563,1.10214E+12,8.24619E+11,01-09-2021,45883.01102
2781,43816.74064,66930.38727,43320.02298,61318.95777,1.15308E+12,1.15649E+12,01-10-2021,53846.52717
2781,61320.44949,68789.62594,53569.76396,57005.42547,1.05327E+12,1.07669E+12,01-11-2021,60171.31622
2781,56907.96673,59041.68524,42874.61686,46306.44612,9.57047E+11,8.75939E+11,01-12-2021,51282.67874
2781,46311.74466,47881.40623,33184.05957,38483.12631,9.23979E+11,7.29074E+11,01-01-2022,41465.08419
2781,38481.76537,45661.17314,34459.21773,43193.23403,6.71336E+11,8.19415E+11,01-02-2022,40448.84757
2781,43194.50421,48086.83675,37260.20171,45538.67692,8.30944E+11,8.65202E+11,01-03-2022,43520.0549
2781,45554.16381,47313.47685,37697.94278,37714.87555,8.30116E+11,7.17597E+11,01-04-2022,42070.11475
2781,37713.26509,39902.95021,26350.49017,31792.30994,1.08942E+12,6.05798E+11,01-05-2022,33939.75386
2781,31792.55381,31957.28432,17708.62371,19784.72649,9.23939E+11,3.77526E+11,01-06-2022,25310.79708
2781,19820.47047,24572.57942,18966.95063,23336.8956,9.27582E+11,4.45941E+11,01-07-2022,21674.22403
2781,23336.71805,25135.5904,19600.78503,20049.76319,8.94193E+11,3.8371E+11,01-08-2022,22030.71417
2781,20050.49867,22673.81977,18290.31519,19431.78945,1.12327E+12,3.72415E+11,01-09-2022,20111.60577
2781,19431.10495,20988.39447,18319.82263,20495.77423,9.57903E+11,3.93413E+11,01-10-2022,19808.77407
2781,20494.89762,21446.8861,15599.04718,17168.56555,1.22453E+12,3.29998E+11,01-11-2022,18677.34911
2781,17168.00214,18318.53058,16398.13625,16547.49537,5.67257E+11,3.18516E+11,01-12-2022,17108.04108
2781,16547.9144,23919.88976,16521.23343,23139.28391,6.90929E+11,4.46082E+11,01-01-2023,20032.08037
2781,23137.83514,25134.11735,21460.0885,23147.35339,7.23969E+11,4.46847E+11,01-02-2023,23219.8486
2781,23150.92996,29159.90262,19628.25431,28478.48461,8.833E+11,5.50593E+11,01-03-2023,25104.39287
2781,28473.3318,31005.60804,27070.8495,29268.80704,5.3106E+11,5.66661E+11,01-04-2023,28954.6491
2781,29227.10398,29820.12662,25878.42883,27219.65861,4.43473E+11,5.27773E+11,01-05-2023,28036.32951
2781,27218.41238,31389.53813,24797.16785,30477.25128,4.81734E+11,5.91758E+11,01-06-2023,28470.59241
2781,30471.84756,31814.51481,28934.29416,29230.11088,3.82224E+11,5.68366E+11,01-07-2023,30112.69185
2781,29230.8724,30176.79624,25409.1116,25931.47289,4.37724E+11,5.04958E+11,01-08-2023,27687.06328
2781,25934.02081,27488.7638,24930.29749,26967.9163,3.37637E+11,5.25886E+11,01-09-2023,26330.2496
2781,26967.39743,35150.4335,26558.32078,34667.77936,4.76426E+11,6.77048E+11,01-10-2023,30835.98277
2781,34657.27532,38415.3382,34133.43962,37712.74777,5.70863E+11,7.37561E+11,01-11-2023,36229.70023
2781,37718.00963,44705.51501,37629.35891,42265.18565,7.21705E+11,8.27811E+11,01-12-2023,40579.5173
